"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag and Footnotes"
"2005","Germany (until 1990 former territory of the FRG)","Number","Males","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Males","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","234",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Males","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","7",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Males","From 5 to 9 years","Tuberculosis","0",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Males","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Males","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Males","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","273",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Males","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","5",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Males","From 10 to 14 years","Tuberculosis","0",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Males","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Males","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","441,672",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","6,307",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","Total","Tuberculosis","189",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","Total","Viral hepatitis and sequelae of viral hepatitis","520",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","Total","Human immunodeficiency virus [HIV] disease","93",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","1,155",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","10",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","Less than 1 year","Tuberculosis","0",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","264",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","14",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","From 1 to 4 years","Tuberculosis","1",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","194",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","6",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","From 5 to 9 years","Tuberculosis","0",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","229",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","5",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","From 10 to 14 years","Tuberculosis","0",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Germany (until 1990 former territory of the FRG)","Number","Females","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Estonia","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","17,316",""
"2005","Estonia","Number","Total","Total","Certain infectious and parasitic diseases (A00-B99)","108",""
"2005","Estonia","Number","Total","Total","Tuberculosis","51",""
"2005","Estonia","Number","Total","Total","Viral hepatitis and sequelae of viral hepatitis","2",""
"2005","Estonia","Number","Total","Total","Human immunodeficiency virus [HIV] disease","33",""
"2005","Estonia","Number","Total","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","78",""
"2005","Estonia","Number","Total","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Estonia","Number","Total","Less than 1 year","Tuberculosis","0",""
"2005","Estonia","Number","Total","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Estonia","Number","Total","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2005","Estonia","Number","Total","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","24",""
"2005","Estonia","Number","Total","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Estonia","Number","Total","From 1 to 4 years","Tuberculosis","0",""
"2005","Estonia","Number","Total","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Estonia","Number","Total","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Estonia","Number","Total","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","18",""
"2005","Estonia","Number","Total","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Estonia","Number","Total","From 5 to 9 years","Tuberculosis","0",""
"2005","Estonia","Number","Total","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Estonia","Number","Total","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Estonia","Number","Total","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","13",""
"2005","Estonia","Number","Total","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Estonia","Number","Total","From 10 to 14 years","Tuberculosis","0",""
"2005","Estonia","Number","Total","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Estonia","Number","Total","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Estonia","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","8,834",""
"2005","Estonia","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","76",""
"2005","Estonia","Number","Males","Total","Tuberculosis","42",""
"2005","Estonia","Number","Males","Total","Viral hepatitis and sequelae of viral hepatitis","1",""
"2005","Estonia","Number","Males","Total","Human immunodeficiency virus [HIV] disease","25",""
"2005","Estonia","Number","Males","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","43",""
"2005","Estonia","Number","Males","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Estonia","Number","Males","Less than 1 year","Tuberculosis","0",""
"2005","Estonia","Number","Males","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Estonia","Number","Males","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2005","Estonia","Number","Males","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","10",""
"2005","Estonia","Number","Males","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Estonia","Number","Males","From 1 to 4 years","Tuberculosis","0",""
"2005","Estonia","Number","Males","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Estonia","Number","Males","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Estonia","Number","Males","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","11",""
"2005","Estonia","Number","Males","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Estonia","Number","Males","From 5 to 9 years","Tuberculosis","0",""
"2005","Estonia","Number","Males","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Estonia","Number","Males","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Estonia","Number","Males","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","7",""
"2005","Estonia","Number","Males","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Estonia","Number","Males","From 10 to 14 years","Tuberculosis","0",""
"2005","Estonia","Number","Males","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Estonia","Number","Males","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Estonia","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","8,482",""
"2005","Estonia","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","32",""
"2005","Estonia","Number","Females","Total","Tuberculosis","9",""
"2005","Estonia","Number","Females","Total","Viral hepatitis and sequelae of viral hepatitis","1",""
"2005","Estonia","Number","Females","Total","Human immunodeficiency virus [HIV] disease","8",""
"2005","Estonia","Number","Females","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","35",""
"2005","Estonia","Number","Females","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Estonia","Number","Females","Less than 1 year","Tuberculosis","0",""
"2005","Estonia","Number","Females","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Estonia","Number","Females","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2005","Estonia","Number","Females","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","14",""
"2005","Estonia","Number","Females","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Estonia","Number","Females","From 1 to 4 years","Tuberculosis","0",""
"2005","Estonia","Number","Females","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Estonia","Number","Females","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Estonia","Number","Females","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","7",""
"2005","Estonia","Number","Females","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Estonia","Number","Females","From 5 to 9 years","Tuberculosis","0",""
"2005","Estonia","Number","Females","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Estonia","Number","Females","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Estonia","Number","Females","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","6",""
"2005","Estonia","Number","Females","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Estonia","Number","Females","From 10 to 14 years","Tuberculosis","0",""
"2005","Estonia","Number","Females","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Estonia","Number","Females","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Ireland","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","28,260",""
"2005","Ireland","Number","Total","Total","Certain infectious and parasitic diseases (A00-B99)","181",""
"2005","Ireland","Number","Total","Total","Tuberculosis","25",""
"2005","Ireland","Number","Total","Total","Viral hepatitis and sequelae of viral hepatitis","13",""
"2005","Ireland","Number","Total","Total","Human immunodeficiency virus [HIV] disease","8",""
"2005","Ireland","Number","Total","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","236",""
"2005","Ireland","Number","Total","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","3",""
"2005","Ireland","Number","Total","Less than 1 year","Tuberculosis","0",""
"2005","Ireland","Number","Total","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Ireland","Number","Total","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2005","Ireland","Number","Total","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","52",""
"2005","Ireland","Number","Total","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","2",""
"2005","Ireland","Number","Total","From 1 to 4 years","Tuberculosis","0",""
"2005","Ireland","Number","Total","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Ireland","Number","Total","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Ireland","Number","Total","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","26",""
"2005","Ireland","Number","Total","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Ireland","Number","Total","From 5 to 9 years","Tuberculosis","0",""
"2005","Ireland","Number","Total","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Ireland","Number","Total","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Ireland","Number","Total","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","38",""
"2005","Ireland","Number","Total","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Ireland","Number","Total","From 10 to 14 years","Tuberculosis","0",""
"2005","Ireland","Number","Total","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Ireland","Number","Total","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Ireland","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","14,412",""
"2005","Ireland","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","100",""
"2005","Ireland","Number","Males","Total","Tuberculosis","12",""
"2005","Ireland","Number","Males","Total","Viral hepatitis and sequelae of viral hepatitis","10",""
"2005","Ireland","Number","Males","Total","Human immunodeficiency virus [HIV] disease","6",""
"2005","Ireland","Number","Males","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","110",""
"2005","Ireland","Number","Males","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","2",""
"2005","Ireland","Number","Males","Less than 1 year","Tuberculosis","0",""
"2005","Ireland","Number","Males","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Ireland","Number","Males","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2005","Ireland","Number","Males","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","26",""
"2005","Ireland","Number","Males","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2005","Ireland","Number","Males","From 1 to 4 years","Tuberculosis","0",""
"2005","Ireland","Number","Males","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Ireland","Number","Males","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Ireland","Number","Males","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","16",""
"2005","Ireland","Number","Males","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Ireland","Number","Males","From 5 to 9 years","Tuberculosis","0",""
"2005","Ireland","Number","Males","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Ireland","Number","Males","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Ireland","Number","Males","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","18",""
"2005","Ireland","Number","Males","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Ireland","Number","Males","From 10 to 14 years","Tuberculosis","0",""
"2005","Ireland","Number","Males","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Ireland","Number","Males","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Ireland","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","13,848",""
"2005","Ireland","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","81",""
"2005","Ireland","Number","Females","Total","Tuberculosis","13",""
"2005","Ireland","Number","Females","Total","Viral hepatitis and sequelae of viral hepatitis","3",""
"2005","Ireland","Number","Females","Total","Human immunodeficiency virus [HIV] disease","2",""
"2005","Ireland","Number","Females","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","126",""
"2005","Ireland","Number","Females","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","1",""
"2005","Ireland","Number","Females","Less than 1 year","Tuberculosis","0",""
"2005","Ireland","Number","Females","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Ireland","Number","Females","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2005","Ireland","Number","Females","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","26",""
"2005","Ireland","Number","Females","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2005","Ireland","Number","Females","From 1 to 4 years","Tuberculosis","0",""
"2005","Ireland","Number","Females","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Ireland","Number","Females","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Ireland","Number","Females","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","10",""
"2005","Ireland","Number","Females","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Ireland","Number","Females","From 5 to 9 years","Tuberculosis","0",""
"2005","Ireland","Number","Females","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Ireland","Number","Females","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Ireland","Number","Females","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","20",""
"2005","Ireland","Number","Females","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Ireland","Number","Females","From 10 to 14 years","Tuberculosis","0",""
"2005","Ireland","Number","Females","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Ireland","Number","Females","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Greece","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","104,506",""
"2005","Greece","Number","Total","Total","Certain infectious and parasitic diseases (A00-B99)","774",""
"2005","Greece","Number","Total","Total","Tuberculosis","89",""
"2005","Greece","Number","Total","Total","Viral hepatitis and sequelae of viral hepatitis","98",""
"2005","Greece","Number","Total","Total","Human immunodeficiency virus [HIV] disease","27",""
"2005","Greece","Number","Total","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","408",""
"2005","Greece","Number","Total","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","6",""
"2005","Greece","Number","Total","Less than 1 year","Tuberculosis","0",""
"2005","Greece","Number","Total","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Greece","Number","Total","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2005","Greece","Number","Total","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","83",""
"2005","Greece","Number","Total","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2005","Greece","Number","Total","From 1 to 4 years","Tuberculosis","0",""
"2005","Greece","Number","Total","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Greece","Number","Total","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Greece","Number","Total","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","75",""
"2005","Greece","Number","Total","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","2",""
"2005","Greece","Number","Total","From 5 to 9 years","Tuberculosis","0",""
"2005","Greece","Number","Total","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Greece","Number","Total","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Greece","Number","Total","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","79",""
"2005","Greece","Number","Total","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Greece","Number","Total","From 10 to 14 years","Tuberculosis","0",""
"2005","Greece","Number","Total","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Greece","Number","Total","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Greece","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","55,030",""
"2005","Greece","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","359",""
"2005","Greece","Number","Males","Total","Tuberculosis","51",""
"2005","Greece","Number","Males","Total","Viral hepatitis and sequelae of viral hepatitis","58",""
"2005","Greece","Number","Males","Total","Human immunodeficiency virus [HIV] disease","25",""
"2005","Greece","Number","Males","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","220",""
"2005","Greece","Number","Males","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","2",""
"2005","Greece","Number","Males","Less than 1 year","Tuberculosis","0",""
"2005","Greece","Number","Males","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Greece","Number","Males","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2005","Greece","Number","Males","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","41",""
"2005","Greece","Number","Males","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2005","Greece","Number","Males","From 1 to 4 years","Tuberculosis","0",""
"2005","Greece","Number","Males","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Greece","Number","Males","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Greece","Number","Males","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","42",""
"2005","Greece","Number","Males","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2005","Greece","Number","Males","From 5 to 9 years","Tuberculosis","0",""
"2005","Greece","Number","Males","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Greece","Number","Males","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Greece","Number","Males","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","48",""
"2005","Greece","Number","Males","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Greece","Number","Males","From 10 to 14 years","Tuberculosis","0",""
"2005","Greece","Number","Males","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Greece","Number","Males","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Greece","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","49,476",""
"2005","Greece","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","415",""
"2005","Greece","Number","Females","Total","Tuberculosis","38",""
"2005","Greece","Number","Females","Total","Viral hepatitis and sequelae of viral hepatitis","40",""
"2005","Greece","Number","Females","Total","Human immunodeficiency virus [HIV] disease","2",""
"2005","Greece","Number","Females","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","188",""
"2005","Greece","Number","Females","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","4",""
"2005","Greece","Number","Females","Less than 1 year","Tuberculosis","0",""
"2005","Greece","Number","Females","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Greece","Number","Females","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2005","Greece","Number","Females","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","42",""
"2005","Greece","Number","Females","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Greece","Number","Females","From 1 to 4 years","Tuberculosis","0",""
"2005","Greece","Number","Females","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Greece","Number","Females","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Greece","Number","Females","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","33",""
"2005","Greece","Number","Females","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2005","Greece","Number","Females","From 5 to 9 years","Tuberculosis","0",""
"2005","Greece","Number","Females","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Greece","Number","Females","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Greece","Number","Females","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","31",""
"2005","Greece","Number","Females","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2005","Greece","Number","Females","From 10 to 14 years","Tuberculosis","0",""
"2005","Greece","Number","Females","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Greece","Number","Females","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Spain","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","387,355",""
"2005","Spain","Number","Total","Total","Certain infectious and parasitic diseases (A00-B99)","7,493",""
"2005","Spain","Number","Total","Total","Tuberculosis","475",""
"2005","Spain","Number","Total","Total","Viral hepatitis and sequelae of viral hepatitis","1,067",""
"2005","Spain","Number","Total","Total","Human immunodeficiency virus [HIV] disease","1,450",""
"2005","Spain","Number","Total","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","1,765",""
"2005","Spain","Number","Total","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","31",""
"2005","Spain","Number","Total","Less than 1 year","Tuberculosis","1",""
"2005","Spain","Number","Total","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Spain","Number","Total","Less than 1 year","Human immunodeficiency virus [HIV] disease","1",""
"2005","Spain","Number","Total","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","380",""
"2005","Spain","Number","Total","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","31",""
"2005","Spain","Number","Total","From 1 to 4 years","Tuberculosis","2",""
"2005","Spain","Number","Total","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Spain","Number","Total","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","2",""
"2005","Spain","Number","Total","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","229",""
"2005","Spain","Number","Total","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","5",""
"2005","Spain","Number","Total","From 5 to 9 years","Tuberculosis","0",""
"2005","Spain","Number","Total","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Spain","Number","Total","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","2",""
"2005","Spain","Number","Total","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","281",""
"2005","Spain","Number","Total","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","3",""
"2005","Spain","Number","Total","From 10 to 14 years","Tuberculosis","0",""
"2005","Spain","Number","Total","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2005","Spain","Number","Total","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2005","Spain","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","201,769",""
"2005","Spain","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","4,257",""
"2005","Spain","Number","Males","Total","Tuberculosis","333",""
"2005","Spain","Number","Males","Total","Viral hepatitis and sequelae of viral hepatitis","552",""
"2005","Spain","Number","Males","Total","Human immunodeficiency virus [HIV] disease","1,168",""
"2005","Spain","Number","Males","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","1,017",""
"2005","Spain","Number","Males","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","22",""
"2005","Spain","Number","Males","Less than 1 year","Tuberculosis","0",""
"2005","Spain","Number","Males","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
